title,organization,location,salary,starting_date,published_date,tags,discipline_primary,discipline_secondary,salary_lincoln_adjusted,cost_of_living_index,geographic_region,first_seen,last_updated,position_id,description,is_graduate_position,position_type,grad_confidence
Continuing Education - Master's degrees for Natural Resources Professionals,Frostburg State University (State),"Frostburg State University (Frostburg, Maryland)","starting at $2,500 per year",between 8/11/2025 and 8/25/2025,01/17/2025,Graduate Opportunities,Human Dimensions,,2173.913043478261,1.15,Southeast,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,-1817676503277001308,,True,Masters Position,0.2
Master Naturalist,Swan Valley Connections (Private),"Condon, Montana",none,after 8/16/2025,11/12/2024,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,0.9,West,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,4950939685613173380,,False,Professional/Other,0.0
Masters Thesis opportunity working with the Rio Grande Cooter,Eastern New Mexico Unviersity (Federal),"1500 South Avenue K (Portales, New Mexico)","up to $20,000 per year",after 8/15/2025,06/17/2025,"Graduate Opportunities, Grant",Other,,23529.411764705885,0.85,Southwest,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,7179149543158058238,,True,Masters Position,0.2
Master’s Positions in Environmental Sciences at University of South Alabama,University of South Alabama (State),"Mobile, Alabama",Commensurate / Negotiable,after 8/17/2025,06/16/2025,Graduate Opportunities,Non-Graduate,,0.0,0.8,Southeast,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,1745451895901376947,,False,Professional/Other,0.0
Master in Environmental Management Degree,Western Colorado University (State),"Gunnison, Colorado | remote work allowed",none,after 7/1/2025,10/01/2024,Graduate Opportunities,Non-Graduate,,0.0,1.1,West,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,-3353087810834813313,,False,Professional/Other,0.0
PhD and MS Positions in Water Security and Sustainability,"WESA Lab, Texas A&M University - Corpus Christi (State)","6300 Ocean Drive (Corpus Christi, Texas)",Commensurate / Negotiable,after 8/25/2025,06/03/2025,Graduate Opportunities,Other,,0.0,0.95,Southwest,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,-4049969450701857089,,True,PhD Position,0.4
PhD Research Assistantship - Feral Swine Ecology and Management,Texas Tech University (State),"Lubbock, Texas","starting at $22,000 per year",after 9/1/2025,05/30/2025,Graduate Opportunities,Environmental Science,,23157.894736842107,0.95,Southwest,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,-6782058611250973916,,True,Graduate Assistantship,0.6
"*Quebec, Canada* Funded MSc and PhD opportunities in Ecology",University of Sherbrooke (Private),"Sherbrooke, Canada","$20,000 to $25,000 per year",between 5/1/2026 and 9/1/2026,05/21/2025,Graduate Opportunities,Environmental Science,,18181.81818181818,1.1,International,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,262497008312691783,,True,PhD Position,0.2
PhD Graduate Research Assistantship: Virtual Fence – Range Cattle,University of Idaho (State),"Salmon, Idaho","starting at $31,000 per year",between 5/30/2025 and 8/18/2025,05/05/2025,Graduate Opportunities,Other,,34444.444444444445,0.9,West,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,6231474913740300371,,True,Graduate Assistantship,0.6
"PhD Student, Movement Ecology of Midcontinent Mallards, Arkansas",University of Arkansas Monticello (State),"110 University Court (Monticello, Arkansas)","$30,000 to $32,500 per year",between 8/18/2025 and 1/12/2026,04/04/2025,Graduate Opportunities,Environmental Science,,37500.0,0.8,Southeast,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,389365373447197757,,True,PhD Position,0.2
"PhD Graduate Assistantship, Avian Community and Population Responses to Northern Bobwhite Management",Tarleton State University (State),"Box T-0050 (Stephenville, Texas)","starting at $30,000 per year",after 8/15/2025,03/27/2025,Graduate Opportunities,Wildlife Management and Conservation,Human Dimensions,31578.947368421053,0.95,Southwest,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,6989703493835448713,,True,Graduate Assistantship,0.6
PhD Assistantship - Fisheries Science,"Department of Natural Resource Management, South Dakota State University (State)","200 US-14 BYP, Brookings, SD 57006, USA (Brookings, South Dakota)","$29,000 to $31,000 per year",between 5/20/2025 and 7/21/2025,02/03/2025,Graduate Opportunities,Fisheries Management and Conservation,,34117.64705882353,0.85,Midwest,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,-7069110473478526412,,True,PhD Position,0.2
Graduate Student Position - seasonal bat health dynamics at Auburn University,Auburn University (State),"College of Forestry, Wildlife and Environment (Auburn, Alabama)","$23,500 to $26,500 per year",between 1/1/2026 and 1/7/2026,05/21/2025,Graduate Opportunities,Other,,29375.0,0.8,Southeast,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,-5170136164593703326,,True,Graduate Position,0.2
Graduate Student Work Study Positions,Antioch University (Private),remote work allowed,starting at $16 per hour,after 8/25/2025,06/16/2025,Graduate Opportunities,Other,,0.0,1.0,Remote/Multiple,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,106622783004360225,,True,Graduate Position,0.2
"M.S. (Biology) Graduate Research Assistantship Positions in Herpetology, Spatial Ecology, and Behavioral Ecology",West Texas A&M University (State),"West Texas A&M University (Canyon, Texas)","$26,159 to $27,794 per year",after 1/1/2026,06/12/2025,Graduate Opportunities,Environmental Science,,27535.789473684214,0.95,Southwest,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,5168437535310139638,,True,Graduate Assistantship,0.6
M.S. Graduate Assistantship – Deer population demographics prior to elk reintroduction,Bemidji State University (State),"Bemidji, Minnesota","starting at $28,000 per year",after 8/20/2025,06/10/2025,Graduate Opportunities,Wildlife Management and Conservation,,28000.0,1.0,Midwest,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,7349514961149950303,,True,Graduate Assistantship,0.4
MS - Assistantship - Migratory Game Bird Wintering Habitat Assessment - Graduate Research Assistant II,Sul Ross State University (State),"Alpine, Texas","$1,500 per month",after 8/15/2025,06/10/2025,Graduate Opportunities,Wildlife Management and Conservation,,18947.368421052633,0.95,Southwest,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,8996922339563603711,,True,Graduate Assistantship,0.2
"MS Graduate Assistantship in Aquatic Ecology, Fisheries",Clemson University (State),"Clemson, South Carolina","starting at $22,000 per year",after 8/20/2025,06/05/2025,Graduate Opportunities,Fisheries Management and Conservation,,25882.352941176472,0.85,Southeast,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,2499981891129200795,,True,Graduate Assistantship,0.4
MS graduate research assistantship - mountain goat adaptive management in Montana,"Montana Fish, Wildlife and Parks (State)","Missoula, Montana",Commensurate / Negotiable,after 8/18/2025,06/05/2025,Graduate Opportunities,Fisheries Management and Conservation,,0.0,0.9,West,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,-859680156010435893,,True,Graduate Assistantship,0.4
Graduate Assistantship (M.S.) - Forestry/Forest Biometrics,"University of Tennessee, School of Natural Resources (State)","University of Tennessee (Knoxville, Tennessee)","$21,000 to $28,000 per year",after 8/18/2025,06/04/2025,Graduate Opportunities,Environmental Science,,24705.88235294118,0.85,Southeast,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,1281365998102841478,,True,Graduate Assistantship,0.4
"Ph.D. or M.S. Graduate Research Assistantship – Physical, Ecological, and Social Dynamics of South Carolina Tidal Trunks",Clemson University (State),multiple,"$22,000 to $25,000 per year",8/18/2025,06/03/2025,Graduate Opportunities,Human Dimensions,Environmental Science,22000.0,1.0,Remote/Multiple,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,-8608694164390061111,,True,Graduate Assistantship,0.4
Ph.D. or M.Sc.- Graduate Assistantship in American Black Duck Movement Ecology,University of Rhode Island (State),"University of Rhode Island (Kingston, Rhode Island)","up to $43,000 per year",after 1/1/2026,05/30/2025,Graduate Opportunities,Environmental Science,,39090.90909090909,1.1,Northeast,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,-7202568220129409932,,True,Graduate Assistantship,0.4
MS - Assistantship - Wetland Habitat Dynamics in the Chihuahuan Desert - Graduate Research Assistant II,Sul Ross State University (State),"Alpine, Texas","$1,500 per month",after 8/15/2025,05/29/2025,Graduate Opportunities,Wildlife Management and Conservation,,18947.368421052633,0.95,Southwest,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,-70270538089177966,,True,Graduate Assistantship,0.2
Graduate Assistantship in Environmental Microbiology,Georgia Southern University (State),"Georgia Southern University (Statesboro, Georgia)","$14,000 to $28,000 per year",after 8/13/2025,04/09/2025,Undergraduate Opportunities,Environmental Science,,15555.555555555555,0.9,Southeast,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,-8600605425163103614,,True,Graduate Assistantship,0.4
Graduate Research Assistant--Bat Ecology and Conservation,Texas Tech University (State),"TTU Natural Resources Management 2903 15th Street 2903 15th Street (Lubbock, Texas)","$18,000 to $22,000 per year",between 5/1/2025 and 8/31/2025,02/07/2025,Graduate Opportunities,Environmental Science,,18947.368421052633,0.95,Southwest,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,757018797543605203,,True,Graduate Assistantship,0.2
Graduate Research Assistant/Ant Colony Impacts on Ecosystems,University of Texas at Tyler (State),"University of Texas at Tyler (Tyler, Texas)","$21,000 per year",after 1/15/2026,08/29/2024,"Graduate Opportunities, Grant",Environmental Science,,22105.263157894737,0.95,Southwest,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,-4668454366178985238,,True,Graduate Assistantship,0.2
Ph.D. and M.S. GRAs: Aquatic Ecology and Harmful Algal Blooms,Auburn University (State),"Auburn University, Alabama","$30,000 to $35,000 per year",between 1/1/2025 and 12/31/2025,11/20/2024,Graduate Opportunities,Non-Graduate,,37500.0,0.8,Southeast,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,546601999564673485,,False,Professional/Other,0.0
Several MS positions in Applied Ecology and Conservation Biology - Frostburg State University,Frostburg State University (State),"Frostburg State University (Frostburg, Maryland)","$9,000 to $15,000 per year",between 8/11/2025 and 8/18/2025,01/17/2025,Graduate Opportunities,Environmental Science,,7826.08695652174,1.15,Southeast,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,653080221221510294,,True,Masters Position,0.2
"PhD in Fisheries, Wildlife, and Conservation Sciences: Developing multi-method approaches for landscape-scale sampling of small mammals",Oregon State University (State),"Oregon State University (Corvallis, Oregon)","$30,000 to $33,000 per year",after 1/5/2026,06/09/2025,Graduate Opportunities,Wildlife Management and Conservation,,27272.727272727272,1.1,West,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,1888069280763037551,,True,PhD Position,0.2
Summer Avian Field Technician,Kansas State University (State),"McPherson, Kansas","$2,000 to $2,500 per month",between 6/13/2025 and 6/30/2025,06/16/2025,Undergraduate Opportunities,Non-Graduate,,28235.29411764706,0.85,Midwest,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,1266856696751348015,,False,Professional/Other,0.0
MS Research Assistant - Natural Resource Sciences,North Dakota State University (State),"North Dakota State University (Fargo, North Dakota)","up to $22,000 per year",after 8/1/2025,06/02/2025,Graduate Opportunities,Other,,25882.352941176472,0.85,Midwest,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,3571815163658513056,,True,Graduate Assistantship,0.2
Extension Instructor or Open Rank Extension Educator Livestock Systems (Brown County),Nebraska Extension - University of Nebraska-Lincoln (State),"Ainsworth, Nebraska",Commensurate / Negotiable,between 6/26/2025 and 12/31/2025,05/28/2025,"Faculty / Post-Doc Appointments, Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,1.0,Midwest,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,-5995911480715695750,,False,Professional/Other,0.0
"University of Tennessee, Knoxville M.S. in Wildlife and Fisheries Science – Communities Associated with Aquatic Habitat Restoration","University of Tennessee, Knoxville - School of Natural Resources, Fisheries (State)","University of Tennessee (Knoxville, Tennessee)","starting at $35,000 per year",before 8/15/2025,04/25/2025,Graduate Opportunities,Non-Graduate,,41176.470588235294,0.85,Southeast,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,-2469695994539319947,,False,Professional/Other,0.0
Professional Certificate - Conservation Planning,Center for Wildlife Studies (Private),remote work allowed,none,between 7/7/2025 and 6/16/2026,06/18/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,1.0,Remote/Multiple,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,7888827919725838083,,False,Professional/Other,0.0
GRA Opportunity in Veterinary Virology and Immunology,University of Tennessee (State),"2407 River Drive (Knoxville , Tennessee)","starting at $35,000 per year",after 8/18/2025,06/09/2025,Graduate Opportunities,Non-Graduate,,41176.470588235294,0.85,Southeast,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,-612083179400962163,,False,Professional/Other,0.0
M.S. Assistantship – Artificial Reef Research: South Texas,University of Texas Rio Grande Valley (State),"One West University Blvd. (Brownsville, Texas)","$1,333 per month",between 7/21/2025 and 9/1/2025,06/03/2025,Graduate Opportunities,Non-Graduate,,16837.894736842107,0.95,Southwest,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,7845757976017209881,,False,Professional/Other,0.0
Ph.D. Research Assistantship in Fisheries Conflict and Food Security - Start date Fall 2025 or Spring 2026,University of Massachusetts Dartmouth (State),"New Bedford, Massachusetts","$26,700 to $41,694 per year",after 1/1/2026,06/09/2025,Graduate Opportunities,Fisheries Management and Conservation,Human Dimensions,20538.46153846154,1.3,Northeast,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,6500507705430012711,,True,Graduate Assistantship,0.4
M.S. Research Assistantship in Manta Ray Conservation and Bycatch Mitigation,University of Massachusetts Dartmouth (State),"New Bedford, Massachusetts","$24,700 to $34,675 per year",after 9/1/2025,06/09/2025,Graduate Opportunities,Wildlife Management and Conservation,,19000.0,1.3,Northeast,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,2747806966141944046,,True,Graduate Assistantship,0.4
USDA-FS Fellowship in Forest Restoration Modeling,Oak Ridge Associated Universities (ORAU) (Private),remote work allowed,Commensurate / Negotiable,after 6/1/2025,05/15/2025,Graduate Opportunities,Wildlife Management and Conservation,Environmental Science,0.0,1.0,Remote/Multiple,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,-5859705487560973340,,True,Fellowship,0.2
Environmental Educator Intern,Nemours Wildlife Foundation (Private),"Yemassee, South Carolina",starting at $500 per week,after 8/4/2025,05/14/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,0.85,Southeast,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,-6984283027079946302,,False,Professional/Other,0.0
Trans-Pecos Texas Black Bear Research Technician,Borderlands Research Institute (State),Texas,$18 per hour,9/1/2025,03/28/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,0.95,Southwest,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,4560369935787444526,,False,Professional/Other,0.0
Southwest Texas Black Bear Capture Technician,Borderlands Research Institute (State),"207 Wildcat Dr, Del Rio, TX 78840, USA (Del Rio, Texas)",$18 per hour,9/15/2025,03/28/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,0.95,Southwest,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,-3627549569726445547,,False,Professional/Other,0.0
Junior Specialist – Hydro-Ecology Of Montane Streams and Meadows,University of California Davis (State),"Center for Watershed Sciences, University of California Davis (Davis, California)","$53,100 to $56,600 per year",between 10/18/2024 and 6/30/2025,10/18/2024,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,37928.57142857143,1.4,West,2025-06-20T14:04:11.745416,2025-06-20T14:04:11.745416,5620855601818619668,,False,Professional/Other,0.0
